,count,mean,std,min,50%,max
Error %,9.0,32.5856520437341,3.9729213497419473,27.495995728777363,32.295862321493956,39.50504124656278
Match %,9.0,85.36404791885514,3.137189757327572,81.20989917506874,85.060417429513,89.61834733893558
Mismatch %,9.0,9.794374421609943,2.3834620075162696,7.142857142857143,9.41047235444892,13.565536205316224
Insertion %,9.0,4.8415776595349245,0.9442690008173981,3.238795518207283,5.03294289897511,6.276901004304161
Deletion %,9.0,17.949699962589236,1.6836966266595306,15.162840363053924,17.67935578330893,20.714940421631532
Identity %,9.0,72.08672880977153,3.243898279061557,67.24857685009488,71.6754088244369,76.08897126969416
Read length,9.0,4465.777777777777,2098.159596990764,1874.0,5535.0,7816.0
